DFMEA,Design Failure Mode and Effects Analysis (DFMEA),,,,,,,,,,,,,,,,,,
DNBSEQ-G800 CM APP-D FCL SE600测序试剂用户需求文档,DNBSEQ-G800 CM APP-D FCL SE600 Sequencing Reagent Market Requirements Document(MRD),,,,,,,,,,,,,,,,,,
DNBSEQ-G800RS SE600策划、输入、输出阶段设计评审表,"Design Review Form for DNBSEQ-G800RS SE600 Planning, Input, and Output Phase",,,,,,,,,,,,,,,,,,
DNBSEQ-G99  XYZ平台IQC检验记录表,DNBSEQ-G99 XYZ Stages IQC Inspection Record Sheet,,,,,,,,,,,,,,,,,,
DNBSEQ-G99  XY滑台组装，老化，调试工艺规范,"DNBSEQ-G99 XY Slide Table Assembly, Aging, and Commissioning Process Specification",,,,,,,,,,,,,,,,,,
DNBSEQ-G99 Chuck组件调试工艺,DNBSEQ-G99 Chuck Assembly and Commissioning Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 Chuck组件生产记录表,DNBSEQ-G99 Chuck Production Record Sheet,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 Chuck组件装配工艺,DNBSEQ-G99 Chuck Assembly Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 FQC检验工艺,DNBSEQ-G99 FQC Inspection Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 FQC检验记录表,DNBSEQ-G99 FQC Inspection Record Sheet,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 MGIIO-72M-2241模块固件烧录工艺,DNBSEQ-G99 MGIIO-72M-2241 Firmware Programming Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 MGI运动控制器软件安装工艺,DNBSEQ-G99 MGI Motion Controller Software Installation Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 miniloader OQC检验记录表,DNBSEQ-G99 Miniloader OQC Inspection Record Sheet,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 miniloader装配及包装工艺,DNBSEQ-G99 Miniloader Assembly and Packaging Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 miniloader装配及包装记录表,DNBSEQ-G99 Miniloader Assembly and Packaging Record Sheet,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 XYZ平台IQC检验工艺规范,DNBSEQ-G99 XYZ Stages IQC Inspection Specification,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 XY滑台装配调试记录表,DNBSEQ-G99 XY Slide Table Assembly and Commissioning Record Sheet,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 Z轴装配调试记录表,DNBSEQ-G99 Z-axis Assembly and Commissioning Record Sheet,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 Z轴组装，老化，调试工艺规范,"DNBSEQ-G99 Z-axis Assembly, Aging, and Commissioning Process Specification",,,,,,,,,,,,,,,,,,
DNBSEQ-G99 安全测试操作规范,DNBSEQ-G99 Safety Test Operation Specification,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 安全测试检验记录表,DNBSEQ-G99 Safety Test Inspection Record Sheet,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 电动门组件调试工艺,DNBSEQ-G99 Electric Door Commissioning Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 电动门组件装配工艺,DNBSEQ-G99 Electric Door Assembly Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 废液仓门组件调试工艺,DNBSEQ-G99 Waste Compartment Door Commissioning Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 废液仓门组件装配工艺,DNBSEQ-G99 Waste Compartment Door Assembly Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 辅料BOM,DNBSEQ-G99 Auxiliary Material BOM,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 软件安装工艺,DNBSEQ-G99 Software Installation Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 整机包装工艺,DNBSEQ-G99 Complete Machine Packaging Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 整机调试工艺,DNBSEQ-G99 Complete Machine Commissioning Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 整机接管工艺,DNBSEQ-G99 Complete Machine Piping and Wiring Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 整机接线工艺,DNBSEQ-G99 Complete Machine Wiring Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99 整机装配工艺,DNBSEQ-G99 Complete Machine Assembly Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99(RS) Checklist-RK不含服务器,DNBSEQ-G99RS Checklist-RK Server excluded,,,,,,,,,,,,,,,,,,
DNBSEQ-G99(RS)Checklist-不含服务器,DNBSEQ-G99RS Checklist Server excluded,,,,,,,,,,,,,,,,,,
DNBSEQ-G99A(RS) Checklist-RK含服务器,DNBSEQ-G99ARS Checklist-RK Server included,,,,,,,,,,,,,,,,,,
DNBSEQ-G99A(RS) Checklist-含服务器,DNBSEQ-G99ARS Checklist Server included,,,,,,,,,,,,,,,,,,
DNBSEQ-G99ARS 生信服务器FQC检验工艺,DNBSEQ-G99ARS Server FQC Inspection Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99ARS 生信服务器FQC检验记录表,DNBSEQ-G99ARS Server FQC Inspection Record Sheet,,,,,,,,,,,,,,,,,,
DNBSEQ-G99ARS 生信服务器安全测试操作规范,DNBSEQ-G99ARS Server Safety Test Operation Specification,,,,,,,,,,,,,,,,,,
DNBSEQ-G99ARS 生信服务器安全测试检验记录表,DNBSEQ-G99ARS Server Safety Test Inspection Record Sheet,,,,,,,,,,,,,,,,,,
DNBSEQ-G99ARS服务器软件装调工艺,DNBSEQ-G99ARS Server Software Installation and Debugging Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99ARS服务器软件装调记录表,DNBSEQ-G99ARS Server Software Installation and Debugging Record Sheet,,,,,,,,,,,,,,,,,,
DNBSEQ-G99ARS装箱单,DNBSEQ-G99ARS Packing List,,,,,,,,,,,,,,,,,,
DNBSEQ-G99ARS装箱单-英文,DNBSEQ-G99ARS Packing List - English,,,,,,,,,,,,,,,,,,
DNBSEQ-G99A装箱单-英文,DNBSEQ-G99A Packing List - English,,,,,,,,,,,,,,,,,,
DNBSEQ-G99RS&DNBSEQ-G99ARS 基因测序仪产品说明书_中文_RUO_SZ,DNBSEQ-G99RS&DNBSEQ-G99ARS Genetic Sequencer User Manual_Chinese_RUO_SZ,,,,,,,,,,,,,,,,,,
DNBSEQ-G99RS&DNBSEQ-G99ARS 基因测序仪产品说明书_中文_RUO_WH,DNBSEQ-G99RS&DNBSEQ-G99ARS Genetic Sequencer User Manual_Chinese_RUO_WH,,,,,,,,,,,,,,,,,,
DNBSEQ-G99RS装箱单,DNBSEQ-G99RS Packing List,,,,,,,,,,,,,,,,,,
DNBSEQ-G99RS装箱单-英文,DNBSEQ-G99RS Packing List - English,,,,,,,,,,,,,,,,,,
DNBSEQ-G99产品生产流程图,DNBSEQ-G99 Production Flow Chart,,,,,,,,,,,,,,,,,,
DNBSEQ-G99控制板固件烧录工艺,DNBSEQ-G99 Control Board Firmware Programming Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99流体压力传感器固件烧录工艺,DNBSEQ-G99 Fluidics Pressure Sensor Firmware Programming Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99系列整机生产记录表,DNBSEQ-G99 Series Complete Machine Production Record Sheet,,,,,,,,,,,,,,,,,,
DNBSEQ-G99整机OQC检验工艺,DNBSEQ-G99 Complete Machine OQC Inspection Process,,,,,,,,,,,,,,,,,,
DNBSEQ-G99整机OQC检验工艺记录表,DNBSEQ-G99 Complete Machine OQC Inspection Record Sheet,,,,,,,,,,,,,,,,,,
DNBSEQ-G99装箱单,DNBSEQ-G99 Packing List,,,,,,,,,,,,,,,,,,
DNBSEQ-G99装箱单-英文,DNBSEQ-G99 Packing List - English,,,,,,,,,,,,,,,,,,
DNBSEQ-G99分析导入模板,DNBSEQ-G99 Analysis Import Template,,,,,,,,,,,,,,,,,,
DNBSEQ-T1+ ARS 装箱单,DNBSEQ-T1+ARS Packing List,,,,,,,,,,,,,,,,,,
DNBSEQ-T1+ NMPA 装箱单,DNBSEQ-T1+NMPA Packing List,,,,,,,,,,,,,,,,,,
DNBSEQ-T1+ 基因测序仪产品说明书_英文_IVDR_SZ,DNBSEQ-T1+ Genetic Sequencer User Manual_English_IVDR_SZ,,,,,,,,,,,,,,,,,,
DNBSEQ-T1+ 基因测序仪产品说明书_中文_IVD_SZ,DNBSEQ-T1+ Genetic Sequencer User Manual_Chinese_IVD_SZ,,,,,,,,,,,,,,,,,,
DNBSEQ-T1+ARS 基因测序仪产品说明书_英文_RUO_SZ,DNBSEQ-T1+ARS Genetic Sequencer User Manual_English_RUO_SZ,,,,,,,,,,,,,,,,,,
DNBSEQ-T1+ARS 基因测序仪产品说明书_中文_RUO_SZ,DNBSEQ-T1+ARS Genetic Sequencer User Manual_Chinese_RUO_SZ,,,,,,,,,,,,,,,,,,
DNBSEQ-T1+RS 装箱单,DNBSEQ-T1+RS Packing List,,,,,,,,,,,,,,,,,,
DNBSEQ-T1+控制软件安装包,DNBSEQ-T1+ Control Software Installation Package,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+ FQC检验工艺,DNBSEQ-T7+ FQC Inspection Process,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+ FQC检验记录表,DNBSEQ-T7+ FQC Inspection Record Form,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+ OQC检验记录表,DNBSEQ-T7+ OQC Inspection Record Form,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+ 光学调试数据记录表,DNBSEQ-T7+ Optical Debugging Data Record Form,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+ 流体称重测试记录表,DNBSEQ-T7+ Fluidics Weighing Test Record Form,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+(1:1)基因测序仪样机BOM,DNBSEQ-T7+(1:1) Genetic Sequencer Prototype BOM,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+RS 基因测序仪系统操作指南_中文_RUO_WH,DNBSEQ-T7+RS Genetic Sequencer System Guide_Chinese_RUO_WH,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+RS基因测序仪整机产品BOM_CHN_WH,DNBSEQ-T7+RS Genetic Sequencer Whole Unit Product BOM-CHN_WH,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+RS装箱单（中文）,DNBSEQ-T7+RS Packaging List (Chinese),,,,,,,,,,,,,,,,,,
DNBSEQ-T7+安全测试操作规范,DNBSEQ-T7+ Safety Test Operation Specification,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+安全测试检验记录表,DNBSEQ-T7+ Safety Test Inspection Record Form,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+产品设备及工装夹具清单,DNBSEQ-T7+ Product and Tooling List,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+成品质检报告Final Quality Inspection Report,DNBSEQ-T7+ Final Quality Inspection Report,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+辅料BOM,DNBSEQ-T7+ Accessories BOM,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+光学调试工艺,DNBSEQ-T7+ Optical Module Debugging Process,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+基因测序仪产品生产流程图,DNBSEQ-T7+ Genetic Sequencer Production Flow Chart,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+模组调试及位置学习工艺,DNBSEQ-T7+ Module Debugging and Position Learning Process,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+平台调试工艺,DNBSEQ-T7+ Debugging Process,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+软件安装工艺,DNBSEQ-T7+ Software Installation Process,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+软件包,DNBSEQ-T7+ Software Package,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+整机OQC检验工艺,DNBSEQ-T7+ Whole Unit OQC Inspection Process,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+整机包装工艺,DNBSEQ-T7+ Whole Unit Packaging Process,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+整机包装记录表,DNBSEQ-T7+ Whole Unit Packaging Record Form,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+整机调试工艺,DNBSEQ-T7+ Whole Unit Debugging Process,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+整机调试记录表,DNBSEQ-T7+ Whole Unit Debugging Record Form,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+整机接管工艺,DNBSEQ-T7+ Whole Unit Piping and Wiring Process,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+整机接线工艺,DNBSEQ-T7+ Whole Unit Wiring Process,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+整机外壳装配工艺,DNBSEQ-T7+ Whole Unit Shell Assembly Process,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+整机装配工艺,DNBSEQ-T7+ Whole Unit Assembly Process,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+整机装配记录表,DNBSEQ-T7+ Whole Unit Assembly Record Form,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+主文档-BOM,DNBSEQ-T7+ Device Master Records - BOM,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+主文档-IQC检验,DNBSEQ-T7+ Device Master Records - IQC Inspection,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+主文档-电子,DNBSEQ-T7+ Device Master Records - Electronics,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+主文档-附件,DNBSEQ-T7+ Device Master Records - Annexes,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+主文档-工装夹具,DNBSEQ-T7+ Device Master Records - Tooling,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+主文档-机械图纸,DNBSEQ-T7+ Device Master Records (DMR) - Mechanical Drawings,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+主文档-软件,DNBSEQ-T7+ Device Master Records - Software,,,,,,,,,,,,,,,,,,
DNBSEQ-T7+主文档-生产工艺,DNBSEQ-T7+ Device Master Records - Production Process,,,,,,,,,,,,,,,,,,
DNBSEQ-T7IO板IQC检验工艺,DNBSEQ-T7 IO Board IQC Inspection Process,,,,,,,,,,,,,,,,,,
DNBSEQ-T7LT板IQC检验工艺,DNBSEQ-T7 LT Board IQC Inspection Process,,,,,,,,,,,,,,,,,,
DNBSEQ-T7PD板IQC检验工艺,DNBSEQ-T7 PD Board IQC Inspection Process,,,,,,,,,,,,,,,,,,
DNBSEQ-T7清洗试剂取样模块IQC检验工艺,IQC Inspection Process for DNBSEQ-T7 Washing Reagent Sampling Module,,,,,,,,,,,,,,,,,,
Dolphin  SBC串口延长线,Dolphin SBC Serial Port Extension Cable,,,,,,,,,,,,,,,,,,
Dolphin  抽屉板电源线,Dolphin Drawer Board Power Cord,,,,,,,,,,,,,,,,,,
Dolphin 0.3 m网线,Dolphin 0.3 m Ethernet Cable,,,,,,,,,,,,,,,,,,
Dolphin 120散热风扇-委外,Dolphin 120 Cooling Fan - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin 12 V开关电源到PM板电源线,Dolphin 12 V Switching Power Supply - PM Board Power Cord,,,,,,,,,,,,,,,,,,
Dolphin 12 V开关电源到PM板电源线(旭之源),Dolphin 12 V Switching Power Supply - PM Board Power Cord (ATAZ),,,,,,,,,,,,,,,,,,
Dolphin 24 V开关电源到PM板电源线,Dolphin 24 V Switching Power Supply - PM Board Power Cord,,,,,,,,,,,,,,,,,,
Dolphin 24 V开关电源到PM板电源线(旭之源),Dolphin 24 V Switching Power Supply - PM Board Power Cord (ATAZ),,,,,,,,,,,,,,,,,,
Dolphin 48 V开关电源到PM板电源线,Dolphin 48 V Switching Power Supply - PM Board Power Cord,,,,,,,,,,,,,,,,,,
Dolphin 48 V开关电源到PM板电源线((旭之源),Dolphin 48 V Switching Power Supply - PM Board Power Cord (ATAZ),,,,,,,,,,,,,,,,,,
Dolphin 60散热风扇-委外,Dolphin 60 Cooling Fan - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin 96孔板到位传感器-委外,Dolphin 96-well Plate In-position Sensor - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin AC转接板-12 V开关电源线,Dolphin AC Adapter Board - 12 V Switching Power Supply Cord,,,,,,,,,,,,,,,,,,
Dolphin AC转接板-12 V开关电源线(旭之源),Dolphin AC Adapter Board - 12 V Switching Power Supply Cord (ATAZ),,,,,,,,,,,,,,,,,,
Dolphin AC转接板-24 V开关电源线,Dolphin AC Adapter Board - 24 V Switching Power Supply Cord,,,,,,,,,,,,,,,,,,
Dolphin AC转接板-24 V开关电源线(旭之源),Dolphin AC Adapter Board - 24 V Switching Power Supply Cord (ATAZ),,,,,,,,,,,,,,,,,,
Dolphin AC转接板-48 V开关电源线,Dolphin AC Adapter Board - 48 V Switching Power Supply Cord,,,,,,,,,,,,,,,,,,
Dolphin AC转接板-48 V开关电源线(旭之源),Dolphin AC Adapter Board - 48 V Switching Power Supply Cord (ATAZ),,,,,,,,,,,,,,,,,,
Dolphin AC转接板-BCS电源线,Dolphin AC Adapter Board - BCS Power Cord,,,,,,,,,,,,,,,,,,
Dolphin AF模块信号线,Dolphin AF Module Signal Cable,,,,,,,,,,,,,,,,,,
Dolphin BCS-LAN网络延长线,Dolphin BCS - LAN Network Extension Cable,,,,,,,,,,,,,,,,,,
Dolphin BCS-SBC网线,Dolphin BCS - SBC Cable,,,,,,,,,,,,,,,,,,
Dolphin BCS-USB3.0延长线,Dolphin BCS - USB3.0 Extension Cable,,,,,,,,,,,,,,,,,,
Dolphin BCS-VGA延长线,Dolphin BCS - VGA Extension Cable,,,,,,,,,,,,,,,,,,
Dolphin BCS系统镜像安装调试工艺,Dolphin BCS System Image Installation and Debugging Process,,,,,,,,,,,,,,,,,,
Dolphin BCS系统镜像安装调试工艺记录表,Dolphin BCS System Image Installation and Debugging Process Record Form,,,,,,,,,,,,,,,,,,
Dolphin BCS系统镜像文件,Dolphin BCS System Image Document,,,,,,,,,,,,,,,,,,
Dolphin CAN服务器-SBC网线,Dolphin CAN Server - SBC Ethernet Cable,,,,,,,,,,,,,,,,,,
Dolphin chuck A压紧电机光耦-委外,Dolphin Chuck A Clamping Motor Optocoupler - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin chuck B压紧电机光耦-委外,Dolphin Chuck B Clamping Motor Optocoupler - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin chuck PT100-委外,Dolphin Chuck PT100 - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin chuck 风扇电源线,Dolphin Chuck Fan Power Cord,,,,,,,,,,,,,,,,,,
Dolphin chuck 风扇-委外,Dolphin Chuck Fan - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin chuck 温度保护开关-委外,Dolphin Chuck Temperature Protection Switch - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin chuck-A TEC-委外,Dolphin Chuck-A TEC - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin chuck-B TEC-委外,Dolphin Chuck-B TEC - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin Chuck板CAN线,Dolphin Chuck Board CAN Cable,,,,,,,,,,,,,,,,,,
Dolphin chuck出口电磁阀A一委外,Dolphin Chuck Outlet Solenoid Valve A - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin chuck出口电磁阀B一委外,Dolphin Chuck Outlet Solenoid Valve B - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin chuck入口电磁阀(KT)一委外,Dolphin Chuck Inlet Solenoid Valve (KT) - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin chuck入口电磁阀(SMC)一委外,Dolphin Chuck Inlet Solenoid Valve (SMC) - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin Chuck组件IQC检验规范,Dolphin Chuck Module IQC Inspection Specification,,,,,,,,,,,,,,,,,,
Dolphin DC电源散热风扇-委外,Dolphin DC Power Cooling Fan - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin DNB制备和加载模块设计说明,Dolphin DNB Make and Load Module Low-level Design Specification,,,,,,,,,,,,,,,,,,
Dolphin DNB制备和加载模块需求说明书,Dolphin DNB Make and Load Module Requirements Specification,,,,,,,,,,,,,,,,,,
Dolphin DNB制备和加载模块需求说明书技术评审表,Dolphin DNB Make and Load Module Requirements Specification Technical Review Form,,,,,,,,,,,,,,,,,,
Dolphin DNB制备和加载模块验证报告,Dolphin DNB Make and Load Module Verification Report,,,,,,,,,,,,,,,,,,
Dolphin DNB制备和加载模块验证方案,Dolphin DNB Make and Load Module Verification Plan,,,,,,,,,,,,,,,,,,
Dolphin FQC检验工艺,Dolphin FQC Inspection Process,,,,,,,,,,,,,,,,,,
Dolphin FQC检验记录表,Dolphin FQC Inspection Record Form,,,,,,,,,,,,,,,,,,
Dolphin 通用安全与性能要求清单,Dolphin General Safety and Performance Requirements Checklist (CE),,,,,,,,,,,,,,,,,,
Dolphin LED灯带-委外,Dolphin LED Strip - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin makeloading板A电源CAN线,Dolphin Makeloading Board Power A CAN Cable,,,,,,,,,,,,,,,,,,
Dolphin makeloading板B电源CAN线,Dolphin Makeloading Board Power B CAN Cable,,,,,,,,,,,,,,,,,,
Dolphin miniUSB2.0信号线0.25 m,Dolphin Mini USB 2.0 Signal Cable 0.25 m,,,,,,,,,,,,,,,,,,
Dolphin ML电磁阀-委外,Dolphin ML Solenoid Valve - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin ML模块RFID通讯线,Dolphin ML Module RFID Communication Cable,,,,,,,,,,,,,,,,,,
Dolphin ML微动开关转接线,Dolphin Makeloading Micro Switch Cable,,,,,,,,,,,,,,,,,,
Dolphin ML组件IQC检验规范,Dolphin ML Module IQC Inspection Specification,,,,,,,,,,,,,,,,,,
Dolphin OQC检验工艺,Dolphin OQC Inspection Process,,,,,,,,,,,,,,,,,,
Dolphin OQC检验记录表,Dolphin OQC Inspection Record Form,,,,,,,,,,,,,,,,,,
Dolphin PCR-PT100-委外,Dolphin PCR-PT100 - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin PCR-TEC-委外,Dolphin PCR TEC - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin PCR散热风扇-委外,Dolphin PCR Cooling Fan - Outsourcing,,,,,,,,,,,,,,,,,,
Dolphin PCR位置学习夹具,Dolphin PCR Position Learning Tooling,,,,,,,,,,,,,,,,,,
Dolphin 性能评估方案,Dolphin Performance Evaluation Plan,,,,,,,,,,,,,,,,,,
Dolphin 性能评估报告,Dolphin Performance Evaluation Report,,,,,,,,,,,,,,,,,,
Dolphin PM板-A边DC电源线,Dolphin PM Board - Side A DC Power Cord,,,,,,,,,,,,,,,,,,
Dolphin PM板-B边DC电源线,Dolphin PM Board - Side B DC Power Cord,,,,,,,,,,,,,,,,,,
Dolphin PM板-CAN服务器电源CAN线,Dolphin PM Board - CAN Server Power Supply CAN Cable,,,,,,,,,,,,,,,,,,
Dolphin PM板CAN线,Dolphin PM Board CAN Cable,,,,,,,,,,,,,,,,,,
Dolphin PM板-Chuck板24 V电源线,Dolphin PM Board - Chuck Board 24 V Power Cord,,,,,,,,,,,,,,,,,,
Dolphin PM板-平台驱动器48 V及24 V电源线,Dolphin PM Board - Stage Driver 48 V and 24 V Power Cables,,,,,,,,,,,,,,,,,,
Dolphin PM板-平台驱动器48 V及24 V电源线（自研）,Dolphin PM Board - Stage Motor 48 V and 24 V Power Cables (self-developed),,,,,,,,,,,,,,,,,,
